"","County_UD","% Persons with a disability aged 0-14","% Persons with a disability aged 15 - 44","% Persons with a disability aged 25 - 44","% Persons with a disability aged 45 - 64","% Persons with a disability aged 65 Plus"
"13790","Fingal",16,18,28,36,2
"13791","Fingal",7.8,7.8,23.4,51.6,9.4
"13792","Fingal",1.7,6.8,22,49.2,20.3
"13793","Fingal",6.4,8.5,27.7,40.4,17
"13794","Fingal",20.5,5.1,20.5,41,12.8
"13795","Fingal",8.7,6.5,21.7,45.7,17.4
"13796","Fingal",14.3,14.3,14.3,35.7,21.4
"13797","Fingal",11.8,11.8,14.7,35.3,26.5
"13798","Fingal",0,5.9,23.5,29.4,41.2
"13799","Fingal",0,9.5,23.8,28.6,38.1
"13800","Fingal",4.3,0,17.4,47.8,30.4
"13801","Fingal",0,15,15,45,25
"13802","Fingal",0,5.3,10.5,36.8,47.4
"13803","Fingal",0,4.9,14.6,41.5,39
"13804","Fingal",11.1,5.6,50,22.2,11.1
"13805","Fingal",8.3,8.3,75,0,8.3
"13806","Fingal",18.8,12.5,62.5,6.3,0
"13807","Fingal",18.8,6.3,56.3,12.5,6.3
"13808","Fingal",5,5,15,30,45
"13809","Fingal",0,10.2,11.9,32.2,45.8
"13810","Fingal",0,10.5,78.9,10.5,0
"13811","Fingal",10.5,0,68.4,15.8,5.3
"13812","Fingal",20.8,8.3,33.3,29.2,8.3
"13813","Fingal",0,3.8,30.8,7.7,57.7
"13814","Fingal",27.3,18.2,36.4,13.6,4.5
"13815","Fingal",7.1,0,71.4,21.4,0
"13816","Fingal",18.5,7.4,48.1,25.9,0
"13817","Fingal",16.7,0,70.8,8.3,4.2
"13818","Fingal",16.7,11.1,44.4,27.8,0
"13819","Fingal",6.3,12.5,50,25,6.3
"13820","Fingal",6.3,6.3,62.5,12.5,12.5
"13821","Fingal",12,0,48,16,24
"13822","Fingal",8.3,16.7,27.1,45.8,2.1
"13823","Fingal",11.8,5.9,29.4,45.1,7.8
"13824","Fingal",23.4,9.4,31.3,32.8,3.1
"13825","Fingal",5.3,5.3,57.9,21.1,10.5
"13826","Fingal",26.9,11.5,34.6,15.4,11.5
"13827","Fingal",0,3.4,10.3,20.7,65.5
"13828","Fingal",0,8.7,10.9,41.3,39.1
"13829","Fingal",8.2,8.2,16.4,37.7,29.5
"13830","Fingal",3.7,7.4,11.1,44.4,33.3
"13831","Fingal",4.9,7.3,17.1,36.6,34.1
"13832","Fingal",8.8,3.5,7,22.8,57.9
"13833","Fingal",20.3,6.3,32.8,26.6,14.1
"13834","Fingal",19.1,14.9,21.3,36.2,8.5
"13835","Fingal",27.8,16.7,33.3,16.7,5.6
"13836","Fingal",26.2,6.6,39.3,18,9.8
"13837","Fingal",20,4.4,28.9,35.6,11.1
"13838","Fingal",11.4,20,28.6,31.4,8.6
"13839","South Dublin",4.2,8.3,25,25,37.5
"13840","South Dublin",16.7,4.2,20.8,29.2,29.2
"13841","South Dublin",20,5,35,20,20
"13842","South Dublin",18.2,27.3,18.2,36.4,0
"13843","South Dublin",20.6,5.9,41.2,23.5,8.8
"13844","South Dublin",3.7,3.7,10.3,19.1,63.2
"13845","South Dublin",30,0,45,25,0
"13846","South Dublin",5.4,10.8,16.2,56.8,10.8
"13847","South Dublin",11.9,10.4,19.4,47.8,10.4
"13848","South Dublin",6.6,7.9,30.3,42.1,13.2
"13849","South Dublin",6.1,4.1,18.4,28.6,42.9
"13850","South Dublin",8,8,16,24,44
"13851","South Dublin",18.2,0,9.1,36.4,36.4
"13852","South Dublin",29.3,14.6,19.5,19.5,17.1
"13853","DÏn Laoghaire-Rathdown",6.1,10.2,22.4,34.7,26.5
"13854","DÏn Laoghaire-Rathdown",20,5,30,20,25
"13855","DÏn Laoghaire-Rathdown",3.8,3.8,11.5,19.2,61.5
"13856","DÏn Laoghaire-Rathdown",7.7,7.7,11.5,15.4,57.7
"13857","DÏn Laoghaire-Rathdown",5.1,5.1,10.3,7.7,71.8
"13858","DÏn Laoghaire-Rathdown",11.8,5.9,11.8,11.8,58.8
"13859","DÏn Laoghaire-Rathdown",4.3,0,13,26.1,56.5
"13860","DÏn Laoghaire-Rathdown",6.5,10.9,15.2,17.4,50
"13861","DÏn Laoghaire-Rathdown",0,0,8.8,8.8,82.4
"13862","DÏn Laoghaire-Rathdown",4.5,4.5,18.2,29.5,43.2
"13863","DÏn Laoghaire-Rathdown",14.6,4.9,14.6,29.3,36.6
"13864","DÏn Laoghaire-Rathdown",4.8,0,28.6,28.6,38.1
"13865","DÏn Laoghaire-Rathdown",0,13.6,9.1,27.3,50
"13866","DÏn Laoghaire-Rathdown",3.9,5.2,22.1,29.9,39
"13867","DÏn Laoghaire-Rathdown",9.2,2.6,11.8,23.7,52.6
"13868","DÏn Laoghaire-Rathdown",7.8,5.2,19.5,23.4,44.2
"13869","DÏn Laoghaire-Rathdown",9,9,25.6,38.5,17.9
"13870","DÏn Laoghaire-Rathdown",0,0,38.5,30.8,30.8
"13871","DÏn Laoghaire-Rathdown",0,14.3,35.7,35.7,14.3
"13872","DÏn Laoghaire-Rathdown",17.4,4.3,21.7,26.1,30.4
"13873","DÏn Laoghaire-Rathdown",8.3,8.3,41.7,25,16.7
"13874","DÏn Laoghaire-Rathdown",22.2,11.1,44.4,11.1,11.1
"13875","DÏn Laoghaire-Rathdown",0,10,70,10,10
"13876","DÏn Laoghaire-Rathdown",12.5,4.2,29.2,29.2,25
"13877","DÏn Laoghaire-Rathdown",36.8,0,47.4,10.5,5.3
"13878","DÏn Laoghaire-Rathdown",0,9.5,76.2,14.3,0
"13879","DÏn Laoghaire-Rathdown",7.1,7.1,71.4,14.3,0
"13880","DÏn Laoghaire-Rathdown",20,12,24,12,32
"13881","DÏn Laoghaire-Rathdown",6.7,0,60,13.3,20
"13882","DÏn Laoghaire-Rathdown",13.3,0,46.7,0,40
"13883","DÏn Laoghaire-Rathdown",4.5,4.5,77.3,9.1,4.5
"13884","DÏn Laoghaire-Rathdown",18.8,12.5,56.3,12.5,0
"13885","DÏn Laoghaire-Rathdown",0,10,80,10,0
"13886","DÏn Laoghaire-Rathdown",10.3,15.4,15.4,38.5,20.5
"13887","DÏn Laoghaire-Rathdown",10,0,23.3,50,16.7
"13888","DÏn Laoghaire-Rathdown",16.7,8.3,4.2,16.7,54.2
"13889","DÏn Laoghaire-Rathdown",13.3,16.7,26.7,13.3,30
"13890","DÏn Laoghaire-Rathdown",16.3,11.6,11.6,16.3,44.2
"13891","DÏn Laoghaire-Rathdown",3.4,3.4,17.2,13.8,62.1
"13892","DÏn Laoghaire-Rathdown",13.2,15.8,5.3,26.3,39.5
"13893","DÏn Laoghaire-Rathdown",2.1,6.3,8.3,29.2,54.2
"13894","DÏn Laoghaire-Rathdown",6.1,12.1,9.1,24.2,48.5
"13895","DÏn Laoghaire-Rathdown",7.4,7.4,18.5,37,29.6
"13896","DÏn Laoghaire-Rathdown",4.3,17.4,8.7,39.1,30.4
"13897","DÏn Laoghaire-Rathdown",5.2,8.6,20.7,19,46.6
"13898","DÏn Laoghaire-Rathdown",12.8,10.3,10.3,23.1,43.6
"13899","DÏn Laoghaire-Rathdown",9.4,9.4,31.3,25,25
"13900","DÏn Laoghaire-Rathdown",8.5,6.1,9.8,32.9,42.7
"13901","DÏn Laoghaire-Rathdown",6.3,0,15.6,46.9,31.3
"13902","Fingal",0,0,99.9,0,0
"13903","Fingal",11.8,5.9,58.8,17.6,5.9
"13904","Fingal",10,20,40,25,5
"13905","Fingal",10.8,10.8,21.6,43.2,13.5
"13906","Fingal",5.9,17.6,14.7,29.4,32.4
"13907","Fingal",28.6,7.1,14.3,35.7,14.3
"13908","Fingal",10.5,26.3,15.8,26.3,21.1
"13909","Fingal",4,8,32,28,28
"13910","Fingal",9.7,6.5,22.6,48.4,12.9
"13911","Fingal",0,9.5,23.8,42.9,23.8
"13912","Fingal",18.8,12.5,12.5,37.5,18.8
"13913","Fingal",11.5,0,15.4,34.6,38.5
"13914","Fingal",8.3,4.2,12.5,50,25
"13915","Fingal",26.1,17.4,17.4,34.8,4.3
"13916","Fingal",19.2,15.4,15.4,42.3,7.7
"13917","Fingal",0,23.1,19.2,50,7.7
"13918","Fingal",0,15,20,60,5
"13919","Fingal",4.8,9.5,14.3,42.9,28.6
"13920","Fingal",11.1,22.2,11.1,33.3,22.2
"13921","Fingal",23.8,19,0,47.6,9.5
"13922","Fingal",0,19.2,15.4,34.6,30.8
"13923","Fingal",4.8,19,0,38.1,38.1
"13924","Fingal",0,5,30,15,50
"13925","Fingal",0,5.3,15.8,10.5,68.4
"13926","Fingal",18.8,15.6,12.5,31.3,21.9
"13927","Fingal",14.3,28.6,28.6,28.6,0
"13928","Fingal",11.6,18.6,23.3,41.9,4.7
"13929","Fingal",11.8,29.4,11.8,41.2,5.9
"13930","Fingal",7.7,3.8,30.8,46.2,11.5
"13931","Fingal",13,26.1,13,47.8,0
"13932","Fingal",5.9,17.6,0,52.9,23.5
"13933","Fingal",22.2,5.6,27.8,38.9,5.6
"13934","Fingal",20,11.4,22.9,40,5.7
"13935","Fingal",25,0,35.7,28.6,10.7
"13936","Fingal",15.8,15.8,36.8,21.1,10.5
"13937","Fingal",36.4,4.5,27.3,27.3,4.5
"13938","Fingal",42.1,10.5,21.1,15.8,10.5
"13939","Fingal",20.8,8.3,33.3,37.5,0
"13940","Fingal",35,0,20,45,0
"13941","Fingal",24.1,3.4,34.5,34.5,3.4
"13942","Fingal",16.7,11.1,27.8,38.9,5.6
"13943","Fingal",36.4,9.1,18.2,18.2,18.2
"13944","Fingal",34.8,4.3,21.7,26.1,13
"13945","Fingal",33.3,0,44.4,22.2,0
"13946","Fingal",26.7,13.3,33.3,20,6.7
"13947","Fingal",21.4,7.1,42.9,14.3,14.3
"13948","Fingal",16.7,8.3,50,25,0
"13949","Fingal",20,10,60,0,10
"13950","Fingal",9.1,0,63.6,13.6,13.6
"13951","Fingal",19.4,13.9,16.7,30.6,19.4
"13952","Fingal",0,10.3,24.1,44.8,20.7
"13953","Fingal",8.3,8.3,66.7,16.7,0
"13954","Fingal",9.1,0,63.6,18.2,9.1
"13955","Fingal",46.2,7.7,23.1,23.1,0
"13956","Fingal",12.5,7.5,40,32.5,7.5
"13957","Fingal",0,15.6,9.4,37.5,37.5
"13958","Fingal",0,13.6,9.1,22.7,54.5
"13959","Fingal",0,0,99.9,0,0
"13960","Fingal",6.3,12.5,56.3,18.8,6.3
"13961","Fingal",0,0,8.6,55.9,35.5
"13962","Fingal",0,0,50,30,20
"13963","Fingal",11.8,5.9,41.2,17.6,23.5
"13964","Fingal",0,7.1,28.6,21.4,42.9
"13965","Fingal",11.1,0,22.2,48.1,18.5
"13966","Fingal",3.8,3.8,11.5,26.9,53.8
"13967","Fingal",0,10,25,30,35
"13968","Fingal",10,30,20,20,20
"13969","Fingal",8.7,0,21.7,21.7,47.8
"13970","Fingal",7.7,11.5,15.4,23.1,42.3
"13971","Fingal",2.9,14.7,17.6,23.5,41.2
"13972","Fingal",7.4,3.7,11.1,40.7,37
"13973","Fingal",0,3.8,26.9,34.6,34.6
"13974","Fingal",8,12,16,24,40
"13975","Fingal",0,5.6,11.1,50,33.3
"13976","Fingal",18.2,9.1,36.4,31.8,4.5
"13977","Fingal",10,10,0,45,35
"13978","Fingal",13.6,9.1,18.2,4.5,54.5
"13979","Fingal",5.9,8.8,17.6,41.2,26.5
"13980","Fingal",8.8,26.5,26.5,32.4,5.9
"13981","Fingal",0,9.1,81.8,9.1,0
"13982","Fingal",0,0,66.7,0,33.3
"13983","Fingal",7.1,0,64.3,28.6,0
"13984","DÏn Laoghaire-Rathdown",2,6,6,26,60
"13985","DÏn Laoghaire-Rathdown",4.4,4.4,11.1,26.7,53.3
"13986","DÏn Laoghaire-Rathdown",7.5,0,10,20,62.5
"13987","DÏn Laoghaire-Rathdown",0,11.1,16.7,33.3,38.9
"13988","DÏn Laoghaire-Rathdown",10.3,0,6.9,34.5,48.3
"13989","DÏn Laoghaire-Rathdown",7.1,0,28.6,35.7,28.6
"13990","DÏn Laoghaire-Rathdown",5.3,21.1,10.5,28.9,34.2
"13991","DÏn Laoghaire-Rathdown",3.3,20,10,23.3,43.3
"13992","DÏn Laoghaire-Rathdown",6.9,13.8,0,13.8,65.5
"13993","DÏn Laoghaire-Rathdown",0,7.7,23.1,23.1,46.2
"13994","DÏn Laoghaire-Rathdown",16.7,2.8,8.3,27.8,44.4
"13995","DÏn Laoghaire-Rathdown",4,0,24,20,52
"13996","DÏn Laoghaire-Rathdown",7.1,0,19,35.7,38.1
"13997","DÏn Laoghaire-Rathdown",0,11.8,23.5,47.1,17.6
"13998","DÏn Laoghaire-Rathdown",10.4,4.2,12.5,31.3,41.7
"13999","DÏn Laoghaire-Rathdown",10,4.3,14.3,21.4,50
"14000","DÏn Laoghaire-Rathdown",7.1,7.1,17.9,21.4,46.4
"14001","DÏn Laoghaire-Rathdown",5.3,5.3,19.7,19.7,50
"14002","DÏn Laoghaire-Rathdown",9.1,9.1,15.9,20.5,45.5
"14003","DÏn Laoghaire-Rathdown",2,0,17.6,27.5,52.9
"14004","DÏn Laoghaire-Rathdown",19.4,8.1,16.1,22.6,33.9
"14005","DÏn Laoghaire-Rathdown",9.3,9.3,22.2,25.9,33.3
"14006","DÏn Laoghaire-Rathdown",8.3,5.6,16.7,36.1,33.3
"14007","DÏn Laoghaire-Rathdown",0,2.3,13.6,13.6,70.5
"14008","DÏn Laoghaire-Rathdown",0,0,11.1,27.8,61.1
"14009","DÏn Laoghaire-Rathdown",10.3,17.2,13.8,10.3,48.3
"14010","DÏn Laoghaire-Rathdown",2.3,4.7,14,20.9,58.1
"14011","DÏn Laoghaire-Rathdown",0,0,8.3,22.2,69.4
"14012","DÏn Laoghaire-Rathdown",0,4.2,16.7,33.3,45.8
"14013","DÏn Laoghaire-Rathdown",4.2,8.3,8.3,29.2,50
"14014","DÏn Laoghaire-Rathdown",9.1,24.2,12.1,21.2,33.3
"14015","DÏn Laoghaire-Rathdown",11.5,0,26.9,30.8,30.8
"14016","DÏn Laoghaire-Rathdown",0,5.6,0,22.2,72.2
"14017","DÏn Laoghaire-Rathdown",5,10,10,15,60
"14018","DÏn Laoghaire-Rathdown",4,8,20,32,36
"14019","DÏn Laoghaire-Rathdown",11.1,0,14.8,18.5,55.6
"14020","South Dublin",14,16.3,18.6,34.9,16.3
"14021","South Dublin",5.3,26.3,26.3,31.6,10.5
"14022","South Dublin",14,11.6,20.9,34.9,18.6
"14023","South Dublin",3.3,13.3,26.7,46.7,10
"14024","South Dublin",17.2,10.3,13.8,37.9,20.7
"14025","South Dublin",6.3,4.2,37.5,35.4,16.7
"14026","South Dublin",32.1,8.6,37,19.8,2.5
"14027","South Dublin",18.4,10.2,34.7,32.7,4.1
"14028","South Dublin",3.8,2.5,12.7,20.3,60.8
"14029","South Dublin",1.6,3.3,8.2,24.6,62.3
"14030","South Dublin",51.6,3.2,29,16.1,0
"14031","South Dublin",43.4,13.2,22.6,20.8,0
"14032","South Dublin",13.5,19.2,7.7,55.8,3.8
"14033","South Dublin",14.3,14.3,18.6,42.9,10
"14034","South Dublin",0,5.9,52.9,29.4,11.8
"14035","South Dublin",26.5,8.8,14.7,38.2,11.8
"14036","South Dublin",19.2,3.8,38.5,34.6,3.8
"14037","South Dublin",22.2,11.1,50,16.7,0
"14038","South Dublin",17.9,12.8,43.6,20.5,5.1
"14039","South Dublin",8.6,25.7,34.3,25.7,5.7
"14040","South Dublin",7.1,14.3,42.9,28.6,7.1
"14041","South Dublin",11.1,5.6,27.8,44.4,11.1
"14042","South Dublin",5.6,5.6,8.3,30.6,50
"14043","South Dublin",7.8,6.3,23.4,48.4,14.1
"14044","South Dublin",6.5,0,6.5,29,58.1
"14045","South Dublin",10.2,6.1,24.5,34.7,24.5
"14046","South Dublin",0,5,20,62.5,12.5
"14047","South Dublin",7.7,7.7,12.8,64.1,7.7
"14048","South Dublin",14.3,9.5,61.9,14.3,0
"14049","South Dublin",0,0,23.7,57.9,18.4
"14050","South Dublin",26.1,8.7,47.8,17.4,0
"14051","South Dublin",29.4,5.9,41.2,23.5,0
"14052","South Dublin",10,15,30,30,15
"14053","South Dublin",10,5,17.5,55,12.5
"14054","South Dublin",12.5,8.3,20.8,50,8.3
"14055","South Dublin",32.1,3.6,50,14.3,0
"14056","South Dublin",30.3,12.1,42.4,15.2,0
"14057","South Dublin",16,18,18,44,4
"14058","South Dublin",16.4,8.2,37.7,26.2,11.5
"14059","South Dublin",11.7,11.7,25,45,6.7
"14060","South Dublin",5.1,12.8,23.1,43.6,15.4
"14061","South Dublin",8.2,2,14.3,63.3,12.2
"14062","South Dublin",8,4.6,25.3,44.8,17.2
"14063","South Dublin",14.7,11.8,38.2,32.4,2.9
"14064","South Dublin",7.5,2.5,22.5,42.5,25
"14065","South Dublin",35.9,2.6,23.1,33.3,5.1
"14066","South Dublin",12.5,18.8,20.8,43.8,4.2
"14067","South Dublin",19,0,19,42.9,19
"14068","South Dublin",14,4.7,20.9,46.5,14
"14069","South Dublin",7.8,6.7,33.3,37.8,14.4
"14070","South Dublin",0,7.1,85.7,7.1,0
"14071","South Dublin",16.7,3.3,6.7,63.3,10
"14072","South Dublin",2.8,5.6,11.1,22.2,58.3
"14073","South Dublin",14.3,10.7,17.9,28.6,28.6
"14074","South Dublin",0,36.4,45.5,13.6,4.5
"14075","South Dublin",14.6,2.1,27.1,45.8,10.4
"14076","South Dublin",11.1,6.7,20,28.9,33.3
"14077","South Dublin",23.8,9.5,61.9,4.8,0
"14078","South Dublin",10.2,25.4,55.9,6.8,1.7
"14079","South Dublin",6.3,9.4,21.9,54.7,7.8
"14080","South Dublin",0,3.7,37,37,22.2
"14081","South Dublin",11.1,0,50,27.8,11.1
"14082","South Dublin",0,6.1,21.2,36.4,36.4
"14083","South Dublin",2.9,14.3,11.4,60,11.4
"14084","South Dublin",12.5,8.3,41.7,29.2,8.3
"14085","South Dublin",8.6,6.9,10.3,34.5,39.7
"14086","South Dublin",8.8,5.9,14.7,23.5,47.1
"14087","South Dublin",2.2,0,2.2,31.1,64.4
"14088","South Dublin",7,3.5,15.8,28.1,45.6
"14089","South Dublin",6.3,0,18.8,37.5,37.5
"14090","South Dublin",0,5,17.5,27.5,50
"14091","South Dublin",16.7,4.8,33.3,38.1,7.1
"14092","South Dublin",8.1,10.8,21.6,45.9,13.5
"14093","South Dublin",28.6,10.2,22.4,32.7,6.1
"14094","South Dublin",22.9,5.7,34.3,31.4,5.7
"14095","South Dublin",0,9.7,19.4,58.1,12.9
"14096","South Dublin",6.3,15.6,28.1,40.6,9.4
"14097","South Dublin",10.9,14.5,23.6,43.6,7.3
"14098","South Dublin",10.7,8.9,25,41.1,14.3
"14099","South Dublin",7.1,14.3,33.3,38.1,7.1
"14100","South Dublin",20,6.7,40,33.3,0
"14101","South Dublin",16.7,20,20,40,3.3
"14102","South Dublin",11.8,17.6,23.5,47.1,0
"14103","South Dublin",16.7,0,58.3,25,0
"14104","South Dublin",19.2,3.8,34.6,42.3,0
"14105","South Dublin",16.7,3.3,10,56.7,13.3
"14106","South Dublin",5.9,11.8,19.6,27.5,35.3
"14107","South Dublin",9.1,0,33.3,30.3,27.3
"14108","South Dublin",15.4,3.8,46.2,23.1,11.5
"14109","South Dublin",2.5,5,12.5,50,30
"14110","South Dublin",9.1,11.7,24.7,46.8,7.8
"14111","South Dublin",18.1,9.6,27.7,39.8,4.8
"14112","South Dublin",6.7,20,16.7,43.3,13.3
"14113","South Dublin",11.1,16.7,33.3,30.6,8.3
"14114","South Dublin",1.5,6.2,15.4,43.1,33.8
"14115","South Dublin",3.8,3.8,23.1,42.3,26.9
"14116","South Dublin",0,0,0,45.5,54.5
"14117","South Dublin",15,7,26,37,15
"14118","South Dublin",25,11.4,20.5,36.4,6.8
"14119","South Dublin",17.9,10.7,39.3,28.6,3.6
"14120","South Dublin",5.6,8.3,25,47.2,13.9
"14121","South Dublin",14.6,19.5,22,29.3,14.6
"14122","South Dublin",7.1,10.7,25,57.1,0
"14123","South Dublin",11.1,11.1,25.9,37,14.8
"14124","South Dublin",15.3,11.9,35.6,30.5,6.8
"14125","South Dublin",8.9,4.4,22.2,35.6,28.9
"14126","South Dublin",13.3,15.6,33.3,31.1,6.7
"14127","South Dublin",8.3,6.7,15,46.7,23.3
"14128","South Dublin",11.8,7.4,8.8,54.4,17.6
"14129","South Dublin",11.3,4.8,25.8,45.2,12.9
"14130","South Dublin",15.4,6.2,26.2,38.5,13.8
"14131","South Dublin",6.8,10.8,12.2,52.7,17.6
"14132","South Dublin",9.3,7,14,55.8,14
"14133","South Dublin",8,8,34,40,10
"14134","South Dublin",5.9,2,27.5,41.2,23.5
"14135","South Dublin",11.1,5.6,20.8,37.5,25
"14136","South Dublin",16.1,12.9,19.4,51.6,0
"14137","South Dublin",19.2,11.5,19.2,30.8,19.2
"14138","South Dublin",14.3,14.3,35.7,26.2,9.5
"14139","South Dublin",3,3,21.2,30.3,42.4
"14140","South Dublin",11.7,14.3,13,35.1,26
"14141","South Dublin",4.1,2,10.2,26.5,57.1
"14142","South Dublin",7.7,7.7,41,43.6,0
"14143","South Dublin",14.3,20,25.7,31.4,8.6
"14144","South Dublin",4.5,18.2,36.4,31.8,9.1
"14145","South Dublin",8.7,4.3,30.4,47.8,8.7
"14146","South Dublin",18.2,3,30.3,42.4,6.1
"14147","South Dublin",11.5,0,19.2,53.8,15.4
"14148","South Dublin",11.1,11.1,11.1,25.9,40.7
"14149","South Dublin",17.1,5.7,28.6,48.6,0
"14150","South Dublin",6.7,3.3,10,40,40
"14151","South Dublin",10,6.7,23.3,36.7,23.3
"14152","South Dublin",8.3,19.4,27.8,30.6,13.9
"14153","South Dublin",12.9,9.7,25.8,41.9,9.7
"14154","South Dublin",14.3,14.3,19,33.3,19
"14155","South Dublin",5.4,2.7,13.5,21.6,56.8
"14156","South Dublin",7.7,12.8,23.1,41,15.4
"14157","South Dublin",26.9,3.8,26.9,38.5,3.8
"14158","South Dublin",19.2,0,38.5,42.3,0
"14159","South Dublin",14.7,8.8,38.2,35.3,2.9
"14160","South Dublin",0,42.9,28.6,14.3,14.3
"14161","South Dublin",20.8,6.3,20.8,41.7,10.4
"14162","South Dublin",9.8,7.3,19.5,56.1,7.3
"14163","South Dublin",0,4,28,60,8
"14164","South Dublin",3.6,3.6,35.7,25,32.1
"14165","South Dublin",9.7,6.5,41.9,29,12.9
"14166","South Dublin",7.9,2.6,7.9,50,31.6
"14167","South Dublin",2.1,2.1,22.9,56.3,16.7
"14168","South Dublin",18.2,7.3,40,30.9,3.6
"14169","South Dublin",3.9,5.9,21.6,31.4,37.3
"14170","Fingal",2.9,5.7,17.1,31.4,42.9
"14171","Fingal",9.9,7,23.9,36.6,22.5
"14172","Fingal",40,15,15,15,15
"14173","DÏn Laoghaire-Rathdown",15.6,12.5,15.6,25,31.3
"14174","DÏn Laoghaire-Rathdown",13.3,6.7,33.3,6.7,40
"14175","DÏn Laoghaire-Rathdown",9.5,14.3,7.1,21.4,47.6
"14176","DÏn Laoghaire-Rathdown",4.5,27.3,59.1,9.1,0
"14177","DÏn Laoghaire-Rathdown",0,11.1,11.1,22.2,55.6
"14178","DÏn Laoghaire-Rathdown",0,0,62.5,12.5,25
"14179","DÏn Laoghaire-Rathdown",4.8,0,23.8,14.3,57.1
"14180","DÏn Laoghaire-Rathdown",10,5,15,10,60
"14181","DÏn Laoghaire-Rathdown",0,99.9,0,0,0
"14182","DÏn Laoghaire-Rathdown",6.7,6.7,16.7,20,50
"14183","DÏn Laoghaire-Rathdown",14.8,22.2,29.6,33.3,0
"14184","DÏn Laoghaire-Rathdown",0,8.7,1.9,9.7,79.6
"14185","DÏn Laoghaire-Rathdown",3.6,70.9,9.1,1.8,14.5
"14186","DÏn Laoghaire-Rathdown",0,92.3,7.7,0,0
"14187","DÏn Laoghaire-Rathdown",7.4,11.1,11.1,25.9,44.4
"14188","DÏn Laoghaire-Rathdown",0,5,30,35,30
"14189","DÏn Laoghaire-Rathdown",2.9,14.7,5.9,23.5,52.9
"14190","DÏn Laoghaire-Rathdown",0,16.2,21.6,32.4,29.7
"14191","DÏn Laoghaire-Rathdown",2.7,0,10.8,32.4,54.1
"14192","DÏn Laoghaire-Rathdown",3.6,5.4,12.5,35.7,42.9
"14193","DÏn Laoghaire-Rathdown",0,5,12.5,27.5,55
"14194","DÏn Laoghaire-Rathdown",21.4,7.1,14.3,14.3,42.9
"14195","DÏn Laoghaire-Rathdown",0,6.3,12.5,25,56.3
"14196","DÏn Laoghaire-Rathdown",5.7,0,22.9,17.1,54.3
"14197","DÏn Laoghaire-Rathdown",6.9,13.8,10.3,37.9,31
"14198","DÏn Laoghaire-Rathdown",8.7,13,8.7,30.4,39.1
"14199","DÏn Laoghaire-Rathdown",18.9,10.8,13.5,40.5,16.2
"14200","DÏn Laoghaire-Rathdown",2.1,10.6,12.8,25.5,48.9
"14201","DÏn Laoghaire-Rathdown",0,16.7,58.3,16.7,8.3
"14202","DÏn Laoghaire-Rathdown",0,10,30,30,30
"14203","DÏn Laoghaire-Rathdown",0,0,25,12.5,62.5
"14204","DÏn Laoghaire-Rathdown",0,3.1,9.4,15.6,71.9
"14205","DÏn Laoghaire-Rathdown",5.9,11.8,11.8,20.6,50
"14206","DÏn Laoghaire-Rathdown",4,6,20,24,46
"14207","DÏn Laoghaire-Rathdown",0,22.7,27.3,31.8,18.2
"14208","DÏn Laoghaire-Rathdown",0.9,1.8,48.6,23.4,25.2
"14209","DÏn Laoghaire-Rathdown",2.7,10.8,8.1,54.1,24.3
"14210","DÏn Laoghaire-Rathdown",0,7.1,7.1,28.6,57.1
"14211","DÏn Laoghaire-Rathdown",0,4,16,32,48
"14212","DÏn Laoghaire-Rathdown",4.3,13,8.7,34.8,39.1
"14213","DÏn Laoghaire-Rathdown",6.3,37.5,12.5,31.3,12.5
"14214","DÏn Laoghaire-Rathdown",6.9,0,3.4,6.9,82.8
"14215","DÏn Laoghaire-Rathdown",1.1,0,4.5,15.7,78.7
"14216","DÏn Laoghaire-Rathdown",6.5,9.7,6.5,25.8,51.6
"14217","DÏn Laoghaire-Rathdown",0,0,13.3,26.7,60
"14218","DÏn Laoghaire-Rathdown",9.1,6.1,12.1,24.2,48.5
"14219","DÏn Laoghaire-Rathdown",5.4,8.1,5.4,16.2,64.9
"14220","DÏn Laoghaire-Rathdown",0,0,10.7,35.7,53.6
"14221","DÏn Laoghaire-Rathdown",3.3,10,10,26.7,50
"14222","DÏn Laoghaire-Rathdown",4.1,14.3,12.2,16.3,53.1
"14223","DÏn Laoghaire-Rathdown",13.5,3.8,17.3,19.2,46.2
"14224","DÏn Laoghaire-Rathdown",15.6,6.3,6.3,12.5,59.4
"14225","DÏn Laoghaire-Rathdown",15,5,15,10,55
"14226","DÏn Laoghaire-Rathdown",6.8,15.9,4.5,18.2,54.5
"14227","DÏn Laoghaire-Rathdown",0,8,24,28,40
"14228","DÏn Laoghaire-Rathdown",3.8,3.8,11.5,11.5,69.2
"14229","DÏn Laoghaire-Rathdown",9.8,7.3,17.1,22,43.9
"14230","DÏn Laoghaire-Rathdown",8.9,4.4,15.6,22.2,48.9
"14231","DÏn Laoghaire-Rathdown",8.3,11.1,19.4,19.4,41.7
"14232","DÏn Laoghaire-Rathdown",22.7,27.3,0,18.2,31.8
"14233","DÏn Laoghaire-Rathdown",5.7,9.4,7.5,26.4,50.9
"14234","DÏn Laoghaire-Rathdown",0,4.5,4.5,36.4,54.5
"14235","DÏn Laoghaire-Rathdown",0,8.3,8.3,20.8,62.5
"14236","DÏn Laoghaire-Rathdown",0,0,0,11.5,88.5
"14237","DÏn Laoghaire-Rathdown",4.2,4.2,4.2,20.8,66.7
